#time,ax,ay,az,dumb1,dumb2,dumb3,vel,press,alt,tiltang
47398,-0.27,0.42,-0.20,0.00,0.53,-2.87,7.19,1006.15,148.09,88.672
47423,-0.25,0.40,-0.04,0.00,0.48,-2.56,5.91,1006.11,148.45,88.697
47445,-0.26,0.42,-0.05,0.00,0.50,-1.91,6.23,1006.11,149.02,88.749
47468,-0.24,0.38,-0.10,0.00,0.46,-0.89,5.91,1006.04,149.02,88.811
47487,-0.24,0.40,-0.13,0.00,0.48,0.41,6.19,1005.99,149.44,88.899
47510,-0.25,0.37,-0.30,0.00,0.54,1.65,7.48,1005.99,149.90,88.954
47534,-0.25,0.32,-0.54,0.00,0.67,2.95,10.57,1005.94,150.23,88.972
47556,-0.26,0.29,-0.85,0.00,0.93,4.66,16.44,1005.89,150.23,88.948
47573,-0.24,0.30,-0.86,0.00,0.94,6.46,17.97,1005.88,150.38,88.943
47596,-0.24,0.26,-0.82,0.00,0.89,7.22,17.10,1005.88,150.40,88.920
47619,-0.22,0.21,-0.61,0.00,0.68,8.16,13.18,1005.87,150.40,88.866
47639,-0.21,0.17,-0.36,0.00,0.45,8.24,8.95,1005.90,150.16,88.778
47663,-0.22,0.16,-0.32,0.00,0.42,6.41,7.92,1005.95,149.75,88.626
47686,-0.20,0.17,-0.34,0.00,0.43,4.17,7.71,1005.95,149.74,88.577
47708,-0.18,0.23,-0.38,0.00,0.48,2.50,7.71,1005.95,149.74,88.596
47729,-0.19,0.23,-0.24,0.00,0.38,0.46,6.47,1006.00,149.33,88.626
47753,-0.20,0.24,-0.13,0.00,0.34,-1.05,4.99,1006.03,149.09,88.664
47776,-0.23,0.27,-0.15,0.00,0.38,-1.63,4.72,1006.03,148.94,88.546
47799,-0.22,0.24,-0.25,0.00,0.41,-2.36,5.71,1006.05,148.94,88.468
47819,-0.22,0.29,-0.41,0.00,0.55,-3.07,8.20,1006.06,148.88,88.453
47843,-0.20,0.21,-0.27,0.00,0.40,-3.49,7.11,1006.10,148.52,88.432
47866,-0.23,0.28,-0.25,0.00,0.44,-3.84,6.68,1006.10,148.72,88.374
47889,-0.24,0.22,-0.48,0.00,0.58,-3.98,9.40,1006.08,148.72,88.344
47909,-0.23,0.20,-0.49,0.00,0.57,-4.00,10.53,1006.09,148.57,88.412
47934,-0.27,0.31,-0.46,0.00,0.62,-4.34,10.88,1006.15,148.08,88.428
47956,-0.24,0.20,-0.30,0.00,0.43,-4.53,8.44,1006.15,148.04,88.426
47979,-0.24,0.20,-0.36,0.00,0.48,-4.74,8.48,1006.16,148.04,88.428
47999,-0.30,0.29,-0.61,0.00,0.74,-4.21,12.79,1006.09,148.63,88.444
48018,-0.19,0.02,-0.27,0.00,0.33,-3.48,8.11,1006.08,148.70,88.474
48044,-0.27,0.07,0.39,0.00,0.48,-2.19,8.05,1006.08,149.14,88.560
48066,-0.27,0.15,0.52,0.00,0.61,-0.54,10.40,1006.03,149.14,88.355
48084,-0.21,0.05,0.20,0.00,0.30,1.23,3.57,1006.00,149.37,88.332
48106,-0.15,0.06,-0.20,0.00,0.26,1.87,2.29,1006.00,149.51,88.470
48129,-0.21,0.08,0.55,0.00,0.60,2.49,8.34,1005.98,149.51,88.439
48149,-0.17,0.00,1.50,0.00,1.51,3.39,18.34,1005.97,149.64,88.415
48174,-0.22,0.05,0.35,0.00,0.42,3.97,6.01,1005.93,149.93,88.308
48196,-0.26,0.12,-0.27,0.00,0.39,4.10,4.60,1005.93,149.75,88.275
48225,-0.35,0.22,-0.40,0.00,0.57,3.93,10.11,1005.95,150.04,88.323
48247,-0.30,0.11,-0.51,0.00,0.60,4.15,12.21,1005.92,150.04,88.363
48264,-0.31,0.05,-0.63,0.00,0.70,4.45,14.67,1005.91,150.14,88.365
48287,-0.33,0.03,-0.59,0.00,0.68,4.29,15.04,1005.91,150.13,88.386
48309,-0.36,0.13,-0.92,0.00,1.00,4.01,20.06,1005.91,150.13,88.379
48329,-0.36,0.00,-0.77,0.00,0.85,3.69,18.86,1005.95,149.73,88.355
48354,-0.34,-0.02,-0.78,0.00,0.85,2.12,18.48,1006.01,149.30,88.384
48377,-0.35,0.09,-0.71,0.00,0.80,0.65,17.47,1006.01,148.94,88.385
48399,-0.34,0.05,-0.61,0.00,0.70,-0.89,15.72,1006.05,148.94,88.409
48419,-0.34,0.09,-0.61,0.00,0.70,-2.63,15.37,1006.09,148.63,88.439
48444,-0.35,0.12,-0.34,0.00,0.50,-3.58,12.27,1006.09,148.56,88.433
48467,-0.34,0.12,-0.06,0.00,0.36,-4.09,8.71,1006.09,148.45,88.439
48489,-0.34,0.15,-0.04,0.00,0.38,-4.75,5.16,1006.11,148.45,88.444
48509,-0.36,0.19,-0.28,0.00,0.49,-4.15,6.29,1006.04,149.04,88.426
48534,-0.32,0.12,-0.32,0.00,0.47,-2.57,9.34,1005.99,149.42,88.491
48557,-0.34,0.13,-0.24,0.00,0.44,-1.22,9.33,1005.99,149.74,88.523
48579,-0.35,0.15,-0.23,0.00,0.45,0.37,8.58,1005.95,149.74,88.444
48600,-0.35,0.11,-0.39,0.00,0.54,2.29,10.38,1005.92,150.03,88.410
48624,-0.34,0.13,-0.59,0.00,0.69,3.06,13.97,1005.92,150.03,88.371
48647,-0.32,0.13,-0.52,0.00,0.63,3.41,13.77,1005.92,149.90,88.361
48669,-0.33,0.16,-0.46,0.00,0.59,3.64,12.95,1005.93,149.90,88.355
48689,-0.33,0.17,-0.50,0.00,0.62,3.61,13.12,1005.92,150.05,88.350
48714,-0.33,0.17,-0.56,0.00,0.67,3.10,14.15,1005.92,149.93,88.376
48736,-0.31,0.14,-0.50,0.00,0.60,2.57,13.10,1005.93,149.93,88.497
48754,-0.30,0.09,-0.29,0.00,0.43,1.80,10.66,1005.97,149.58,88.526
48777,-0.30,0.07,-0.10,0.00,0.32,1.13,8.13,1005.97,149.60,88.622
48800,-0.28,0.04,-0.06,0.00,0.29,0.44,5.28,1005.97,149.60,88.696
48820,-0.29,0.06,0.05,0.00,0.30,-0.08,4.13,1005.96,149.67,88.768
48844,-0.31,0.06,0.05,0.00,0.32,-0.15,3.79,1005.93,149.95,88.792
48867,-0.30,0.04,-0.03,0.00,0.30,0.20,3.47,1005.93,149.88,88.892
48890,-0.30,0.02,0.02,0.00,0.30,0.45,3.71,1005.94,149.88,88.953
48910,-0.30,0.01,0.01,0.00,0.30,0.76,3.98,1005.92,150.04,88.943
48934,-0.29,-0.00,-0.13,0.00,0.32,0.96,4.76,1005.91,150.08,88.923
48957,-0.28,-0.02,-0.26,0.00,0.38,0.97,7.08,1005.91,149.85,88.956
48980,-0.28,-0.00,-0.20,0.00,0.34,0.83,8.15,1005.94,149.85,88.931
49000,-0.28,-0.04,-0.27,0.00,0.39,0.63,8.63,1005.96,149.71,88.889
49025,-0.27,-0.02,-0.42,0.00,0.50,0.11,10.47,1006.00,149.37,88.863
49047,-0.28,0.00,-0.38,0.00,0.47,-0.38,11.49,1006.00,149.29,88.843
49069,-0.27,0.00,-0.37,0.00,0.46,-0.92,11.20,1006.01,149.29,88.863
49089,-0.26,-0.02,-0.35,0.00,0.44,-1.28,10.90,1006.01,149.27,88.884
49113,-0.22,-0.04,-0.12,0.00,0.26,-1.48,8.59,1006.01,149.04,88.915
49136,-0.21,-0.06,0.14,0.00,0.26,-1.67,5.69,1006.04,149.04,88.954
49154,-0.24,-0.05,-0.08,0.00,0.25,-1.93,4.81,1006.04,149.05,88.953
49177,-0.26,0.00,-0.25,0.00,0.36,-1.99,6.04,1006.04,149.05,88.968
49199,-0.28,0.02,-0.16,0.00,0.32,-2.04,7.38,1006.04,149.05,88.938
49217,-0.30,0.01,-0.05,0.00,0.31,-2.02,6.37,1006.01,149.23,88.889
49240,-0.31,0.03,-0.13,0.00,0.34,-1.74,5.67,1006.01,149.47,88.854
49265,-0.30,-0.00,-0.31,0.00,0.43,-1.12,7.98,1005.99,149.26,88.771
49287,-0.30,-0.00,-0.35,0.00,0.46,-0.83,10.38,1006.01,149.26,88.672
49305,-0.29,0.02,-0.49,0.00,0.57,-0.47,12.37,1006.00,149.37,88.634
49327,-0.30,0.04,-0.64,0.00,0.70,-0.27,15.06,1006.00,149.39,88.487
49350,-0.29,0.02,-0.42,0.00,0.51,-0.11,12.88,1006.00,149.39,88.409
49369,-0.31,0.08,-0.34,0.00,0.47,-0.15,11.72,1005.99,149.42,88.295
49392,-0.32,0.09,-0.34,0.00,0.48,-0.01,11.05,1005.99,149.64,88.189
49416,-0.29,0.08,-0.43,0.00,0.53,0.14,11.60,1005.97,149.64,88.222
49434,-0.31,0.09,-0.34,0.00,0.47,0.08,11.58,1006.01,149.27,88.226
49457,-0.32,0.18,-0.11,0.00,0.38,0.00,8.65,1006.01,149.53,88.112
49478,-0.28,0.09,-0.06,0.00,0.30,0.06,5.07,1005.98,149.53,88.087
49502,-0.28,0.13,-0.42,0.00,0.52,0.34,7.55,1005.93,149.98,88.113
49525,-0.29,0.13,-0.27,0.00,0.42,0.52,9.45,1005.93,150.12,88.130
49547,-0.28,0.16,-0.17,0.00,0.36,0.95,7.69,1005.91,150.12,88.029
49573,-0.31,0.13,-0.43,0.00,0.54,1.41,9.90,1005.91,150.14,87.873
49597,-0.32,0.12,-0.60,0.00,0.69,1.51,14.41,1005.94,149.86,87.780
49619,-0.31,0.11,-0.38,0.00,0.51,1.43,12.38,1005.94,149.70,87.717
49645,-0.34,0.10,-0.24,0.00,0.43,1.19,10.82,1005.96,149.81,87.665
49667,-0.34,0.14,-0.29,0.00,0.46,0.95,9.48,1005.95,149.81,87.590
49686,-0.34,0.17,-0.12,0.00,0.40,0.68,8.44,1005.95,149.75,87.559
49708,-0.34,0.18,0.12,0.00,0.41,0.56,6.50,1005.95,150.14,87.552
49733,-0.35,0.22,0.13,0.00,0.43,0.65,5.97,1005.91,150.14,87.536
49823,-0.39,0.30,-0.32,0.00,0.58,0.67,7.31,1005.87,150.42,87.577
49847,-0.38,0.25,-0.23,0.00,0.51,0.59,10.15,1005.95,149.76,87.557
49868,-0.43,0.33,-0.21,0.00,0.58,0.54,10.51,1005.95,149.54,87.479
49893,-0.46,0.29,-0.49,0.00,0.73,0.42,14.38,1005.98,149.54,87.411
49912,-0.44,0.22,-0.43,0.00,0.66,0.02,15.06,1006.03,149.14,87.375
49936,-0.45,0.27,-0.41,0.00,0.67,-1.11,14.46,1006.09,148.64,87.313
49958,-0.46,0.33,-0.48,0.00,0.75,-1.93,15.49,1006.09,148.47,87.234
49982,-0.45,0.32,-0.47,0.00,0.73,-2.88,15.54,1006.11,148.47,87.217
50001,-0.42,0.36,-0.29,0.00,0.63,-4.21,12.75,1006.14,148.16,87.223
50026,-0.41,0.38,0.13,0.00,0.57,-5.05,10.56,1006.16,148.05,87.261
50048,-0.46,0.42,0.22,0.00,0.66,-5.96,10.28,1006.16,148.34,87.173
50072,-0.42,0.34,0.02,0.00,0.54,-6.10,6.81,1006.12,148.34,87.213
50090,-0.40,0.36,0.47,0.00,0.72,-6.06,14.14,1006.12,148.33,87.421
50116,-0.43,0.47,0.73,0.00,0.98,-4.34,21.35,1006.06,148.83,87.523
50138,-0.45,0.40,0.30,0.00,0.67,-2.90,13.00,1006.06,149.23,87.454
50162,-0.44,0.43,-0.00,0.00,0.61,-0.96,8.76,1006.02,149.23,87.617
50178,-0.43,0.44,0.30,0.00,0.68,0.74,13.36,1005.98,149.52,87.708
50203,-0.43,0.39,0.45,0.00,0.74,2.14,13.70,1005.98,149.93,87.769
50226,-0.42,0.33,-0.05,0.00,0.53,3.18,7.51,1005.93,149.93,87.763
50245,-0.39,0.36,0.11,0.00,0.54,4.54,9.67,1005.91,150.07,87.819
50268,-0.36,0.33,0.41,0.00,0.64,5.10,11.88,1005.91,150.03,88.008
50291,-0.30,0.19,-0.28,0.00,0.45,5.08,5.81,1005.92,150.03,88.035
50310,-0.31,0.17,-0.01,0.00,0.35,4.88,7.25,1005.96,149.68,88.258
50336,-0.30,0.21,0.62,0.00,0.72,3.36,12.50,1006.01,149.27,88.322
50358,-0.32,0.23,0.11,0.00,0.41,1.74,6.92,1006.01,149.51,88.371
50382,-0.32,0.14,0.02,0.00,0.35,0.71,3.53,1005.98,149.51,88.521
50400,-0.35,0.23,-0.14,0.00,0.44,-0.35,4.96,1006.00,149.34,88.712
50426,-0.32,0.20,0.47,0.00,0.60,-0.79,11.61,1006.01,149.24,88.802
50448,-0.28,0.18,0.54,0.00,0.64,-0.65,12.58,1006.01,149.69,88.826
50472,-0.29,0.13,-0.06,0.00,0.33,-0.17,3.78,1005.96,149.69,88.833
50489,-0.29,0.11,0.31,0.00,0.44,-0.03,7.44,1005.96,149.68,88.884
50514,-0.31,0.16,0.36,0.00,0.50,0.26,8.94,1005.96,149.54,88.900
50537,-0.33,0.10,0.10,0.00,0.36,0.51,4.50,1005.98,149.54,88.812
50556,-0.32,0.06,-0.33,0.00,0.46,0.64,6.08,1006.00,149.39,88.812
50578,-0.32,0.09,-0.74,0.00,0.81,0.33,16.54,1006.00,148.84,88.822
50602,-0.33,0.00,-0.35,0.00,0.48,-0.30,13.46,1006.06,148.84,88.788
50620,-0.34,0.01,-0.84,0.00,0.91,-1.05,18.99,1006.08,148.68,88.779
50646,-0.35,-0.03,-1.11,0.00,1.16,-2.10,25.98,1006.15,148.13,88.739
50668,-0.35,0.00,-0.72,0.00,0.80,-2.98,19.89,1006.15,147.84,88.688
50692,-0.35,-0.06,-0.62,0.00,0.71,-4.41,17.98,1006.18,147.84,88.603
50709,-0.35,-0.10,-0.60,0.00,0.70,-5.86,17.91,1006.20,147.66,88.588
50733,-0.36,-0.07,-0.49,0.00,0.61,-6.78,16.54,1006.20,147.56,88.548
50757,-0.37,-0.04,-0.21,0.00,0.42,-7.54,13.79,1006.21,147.56,88.486
50776,-0.34,-0.04,-0.21,0.00,0.40,-7.96,10.44,1006.19,147.78,88.473
50798,-0.40,0.07,-0.39,0.00,0.56,-7.19,11.59,1006.19,147.99,88.380
50822,-0.39,0.02,-0.30,0.00,0.49,-5.55,12.92,1006.16,147.99,88.337
50839,-0.39,0.05,-0.40,0.00,0.57,-3.90,13.29,1006.13,148.27,88.276
50864,-0.41,0.11,-0.66,0.00,0.79,-2.04,17.95,1006.13,148.51,88.130
50887,-0.41,0.00,-0.74,0.00,0.85,-0.52,20.88,1006.10,148.51,88.032
50906,-0.42,0.11,-0.74,0.00,0.86,1.02,21.19,1006.06,148.85,87.967
50928,-0.44,0.12,-0.55,0.00,0.72,1.98,18.51,1006.06,148.74,87.757
50952,-0.44,0.10,-0.42,0.00,0.62,2.14,16.89,1006.07,148.74,87.631
50970,-0.43,0.20,-0.67,0.00,0.82,2.66,18.77,1006.06,148.89,87.512
50998,-0.41,0.15,-0.50,0.00,0.67,2.37,17.07,1006.09,148.63,87.461
51022,-0.43,0.27,-0.20,0.00,0.54,1.75,13.22,1006.09,148.41,87.437
51045,-0.42,0.19,-0.06,0.00,0.47,1.08,9.03,1006.11,148.41,87.381
51065,-0.41,0.25,-0.12,0.00,0.50,0.52,7.19,1006.13,148.29,87.401
51088,-0.43,0.31,-0.00,0.00,0.53,-0.13,9.22,1006.13,148.10,87.421
51112,-0.44,0.38,0.05,0.00,0.58,-0.60,9.51,1006.15,148.10,87.432
51128,-0.44,0.29,-0.06,0.00,0.53,-1.15,8.29,1006.17,147.96,87.466
51152,-0.46,0.37,-0.22,0.00,0.63,-1.42,11.06,1006.17,148.16,87.553
51175,-0.45,0.28,-0.25,0.00,0.59,-1.36,12.19,1006.14,148.16,87.604
51195,-0.47,0.34,-0.35,0.00,0.67,-1.12,13.83,1006.11,148.47,87.656
51218,-0.47,0.34,-0.49,0.00,0.76,-0.69,16.59,1006.11,148.16,87.581
51242,-0.46,0.30,-0.38,0.00,0.67,-0.43,15.49,1006.14,148.16,87.583
51259,-0.49,0.36,-0.35,0.00,0.70,-0.33,14.95,1006.16,148.02,87.529
51283,-0.49,0.39,-0.44,0.00,0.76,-0.38,16.14,1006.16,148.06,87.423
51307,-0.48,0.37,-0.39,0.00,0.72,-0.65,15.68,1006.16,148.06,87.444
51326,-0.49,0.41,-0.33,0.00,0.72,-0.86,14.99,1006.14,148.16,87.462
51349,-0.50,0.39,-0.23,0.00,0.68,-0.77,14.14,1006.14,148.39,87.539
51372,-0.49,0.34,-0.30,0.00,0.67,-0.43,13.81,1006.12,148.39,87.654
51388,-0.51,0.39,-0.33,0.00,0.72,-0.09,15.14,1006.10,148.49,87.746
51411,-0.49,0.36,-0.21,0.00,0.64,0.22,13.63,1006.10,148.57,87.814
51433,-0.48,0.36,-0.18,0.00,0.63,0.47,12.59,1006.09,148.57,87.850
51454,-0.48,0.33,-0.30,0.00,0.66,0.68,13.45,1006.10,148.50,87.849
51477,-0.49,0.33,-0.36,0.00,0.70,0.69,15.04,1006.10,148.43,87.868
51500,-0.48,0.31,-0.34,0.00,0.66,0.57,14.72,1006.11,148.43,87.911
51517,-0.46,0.32,-0.35,0.00,0.66,0.42,14.35,1006.13,148.27,87.926
51540,-0.46,0.30,-0.24,0.00,0.60,0.21,13.13,1006.13,148.15,87.957
51561,-0.46,0.33,-0.16,0.00,0.59,-0.00,11.87,1006.14,148.15,87.939
51581,-0.46,0.33,-0.14,0.00,0.58,-0.17,11.29,1006.13,148.25,87.905
51603,-0.45,0.31,-0.09,0.00,0.55,-0.27,10.61,1006.13,148.41,87.917
51628,-0.43,0.29,0.03,0.00,0.52,-0.16,9.65,1006.11,148.72,88.001
51650,-0.44,0.31,0.09,0.00,0.54,0.06,8.62,1006.08,148.72,88.027
51668,-0.43,0.31,0.13,0.00,0.55,0.46,8.46,1006.05,148.91,88.046
51690,-0.44,0.36,0.12,0.00,0.58,0.78,8.76,1006.05,149.06,88.062
51714,-0.44,0.37,0.13,0.00,0.58,1.20,9.49,1006.03,149.06,88.058
51733,-0.44,0.36,0.15,0.00,0.59,1.74,9.90,1006.02,149.18,88.058
51758,-0.44,0.34,0.11,0.00,0.57,1.98,8.79,1006.02,149.18,88.060
51780,-0.45,0.33,-0.02,0.00,0.56,2.10,8.31,1006.02,149.10,88.057
51804,-0.44,0.29,-0.16,0.00,0.55,2.22,9.77,1006.03,149.10,88.072
51823,-0.45,0.27,-0.29,0.00,0.60,2.13,12.28,1006.05,148.91,88.101
51848,-0.46,0.28,-0.36,0.00,0.64,1.50,14.25,1006.09,148.62,88.037
51870,-0.44,0.22,-0.32,0.00,0.59,1.02,13.85,1006.09,148.36,88.013
51894,-0.44,0.23,-0.33,0.00,0.60,0.31,13.64,1006.12,148.36,87.965
51913,-0.45,0.28,-0.30,0.00,0.61,-0.42,13.37,1006.14,148.23,87.915
51938,-0.41,0.24,-0.09,0.00,0.48,-1.03,10.73,1006.16,148.03,87.917
51960,-0.42,0.30,0.09,0.00,0.52,-1.43,8.90,1006.16,147.80,87.950
51984,-0.41,0.29,0.20,0.00,0.54,-1.98,8.37,1006.19,147.80,88.007
52002,-0.40,0.33,0.21,0.00,0.56,-2.30,9.16,1006.17,147.91,88.066
52028,-0.39,0.31,0.27,0.00,0.57,-2.34,9.72,1006.18,147.87,88.132
52050,-0.41,0.34,0.26,0.00,0.60,-2.41,10.50,1006.18,147.94,88.196
52074,-0.42,0.27,0.17,0.00,0.52,-2.35,7.57,1006.17,147.94,88.220
52091,-0.41,0.29,0.00,0.00,0.50,-1.89,5.94,1006.14,148.17,88.234
52116,-0.41,0.24,-0.05,0.00,0.48,-1.40,7.75,1006.14,148.04,88.192
52139,-0.40,0.22,-0.09,0.00,0.47,-1.10,8.12,1006.16,148.04,88.152
52158,-0.40,0.23,-0.19,0.00,0.50,-0.86,9.10,1006.16,148.01,88.134
52180,-0.40,0.24,-0.23,0.00,0.52,-0.65,10.67,1006.16,147.76,88.030
52204,-0.40,0.23,-0.27,0.00,0.53,-0.86,11.40,1006.19,147.76,87.990
52221,-0.39,0.20,-0.27,0.00,0.52,-1.48,11.65,1006.24,147.36,87.972
52245,-0.39,0.23,-0.24,0.00,0.51,-1.97,11.27,1006.24,146.99,87.976
52268,-0.40,0.25,-0.21,0.00,0.52,-2.62,10.91,1006.28,146.99,87.986
52287,-0.39,0.23,-0.12,0.00,0.47,-4.12,9.78,1006.34,146.52,88.036
52310,-0.40,0.25,-0.16,0.00,0.49,-5.31,9.16,1006.34,146.38,88.090
52340,-0.40,0.22,-0.12,0.00,0.47,-5.63,9.39,1006.34,146.51,88.119
52362,-0.38,0.24,-0.14,0.00,0.47,-6.45,8.83,1006.34,146.87,88.117
52384,-0.39,0.26,-0.10,0.00,0.48,-6.31,9.23,1006.30,146.87,88.097
52405,-0.39,0.21,-0.09,0.00,0.45,-4.65,8.47,1006.25,147.30,88.081
52428,-0.38,0.21,-0.12,0.00,0.45,-3.06,8.13,1006.25,147.73,88.064
52451,-0.37,0.21,-0.03,0.00,0.43,-1.10,8.12,1006.19,147.73,87.990
52468,-0.37,0.22,-0.08,0.00,0.44,1.09,6.85,1006.17,147.93,87.967
52491,-0.37,0.25,-0.13,0.00,0.46,2.38,7.99,1006.17,148.03,87.918
52513,-0.37,0.25,-0.06,0.00,0.45,2.93,8.48,1006.16,148.03,87.903
52534,-0.37,0.26,-0.03,0.00,0.45,3.52,7.70,1006.16,147.99,87.896
52557,-0.36,0.24,-0.08,0.00,0.44,3.39,7.21,1006.16,147.77,87.906
52581,-0.37,0.24,-0.14,0.00,0.46,2.54,8.23,1006.19,147.77,87.946
52694,-0.37,0.23,-0.13,0.00,0.46,1.16,8.94,1006.18,147.82,88.036
52719,-0.38,0.25,-0.25,0.00,0.52,0.80,10.09,1006.19,147.76,88.041
52741,-0.39,0.25,-0.23,0.00,0.51,0.52,11.24,1006.19,147.83,88.052
52765,-0.38,0.27,-0.26,0.00,0.54,0.33,11.38,1006.18,147.83,88.082
52784,-0.38,0.25,-0.27,0.00,0.52,0.25,11.55,1006.20,147.71,88.102
52809,-0.38,0.24,-0.31,0.00,0.55,0.16,12.22,1006.22,147.55,88.104
52831,-0.38,0.26,-0.34,0.00,0.57,-0.02,12.95,1006.22,147.27,88.090
52855,-0.38,0.24,-0.45,0.00,0.63,-0.37,14.68,1006.25,147.27,88.094
52873,-0.37,0.21,-0.61,0.00,0.74,-0.90,17.90,1006.27,147.08,88.169
52899,-0.36,0.18,-0.61,0.00,0.73,-1.29,18.48,1006.28,147.01,88.200
52921,-0.36,0.17,-0.58,0.00,0.71,-1.64,18.09,1006.28,146.93,88.202
52945,-0.35,0.17,-0.61,0.00,0.72,-2.04,18.23,1006.29,146.93,88.183
52964,-0.36,0.18,-0.62,0.00,0.74,-2.10,18.73,1006.27,147.14,88.143
52989,-0.35,0.19,-0.63,0.00,0.75,-1.93,18.88,1006.28,147.00,88.113
53011,-0.34,0.18,-0.50,0.00,0.63,-1.87,16.23,1006.28,146.90,88.124
53035,-0.33,0.17,-0.46,0.00,0.59,-1.83,15.06,1006.29,146.90,88.122
53054,-0.31,0.16,-0.37,0.00,0.51,-1.98,13.35,1006.32,146.66,88.154
53079,-0.30,0.17,-0.19,0.00,0.40,-2.41,10.63,1006.36,146.36,88.190
53101,-0.31,0.20,-0.10,0.00,0.38,-2.95,7.66,1006.36,146.25,88.175
53125,-0.30,0.21,-0.03,0.00,0.37,-3.48,6.28,1006.37,146.25,88.199
53144,-0.29,0.22,-0.02,0.00,0.37,-4.11,5.43,1006.38,146.21,88.205
53170,-0.29,0.24,0.06,0.00,0.38,-4.03,6.12,1006.37,146.26,88.191
53191,-0.29,0.24,0.06,0.00,0.38,-3.94,5.31,1006.37,146.31,88.194
53215,-0.30,0.23,-0.04,0.00,0.38,-3.61,4.90,1006.36,146.31,88.196
53235,-0.29,0.22,-0.02,0.00,0.36,-3.32,5.95,1006.37,146.23,88.195
53260,-0.29,0.24,-0.04,0.00,0.38,-2.65,5.85,1006.37,146.25,88.143
53282,-0.28,0.22,-0.12,0.00,0.37,-2.33,5.96,1006.37,146.26,88.130
53306,-0.28,0.25,-0.18,0.00,0.41,-1.94,7.47,1006.37,146.26,88.127
53325,-0.28,0.27,-0.13,0.00,0.41,-1.85,7.79,1006.38,146.16,88.129
53350,-0.28,0.25,-0.10,0.00,0.39,-1.47,6.97,1006.37,146.23,88.140
53372,-0.28,0.27,-0.12,0.00,0.40,-1.30,6.96,1006.37,146.45,88.182
53395,-0.26,0.26,-0.05,0.00,0.37,-0.93,6.63,1006.35,146.45,88.216
53414,-0.27,0.27,-0.02,0.00,0.38,-0.52,6.18,1006.33,146.60,88.264
53439,-0.27,0.28,-0.00,0.00,0.39,0.37,6.36,1006.27,147.13,88.306
53462,-0.27,0.29,-0.03,0.00,0.39,1.14,6.34,1006.27,147.41,88.364
53485,-0.27,0.29,-0.03,0.00,0.40,2.09,6.70,1006.23,147.41,88.352
53504,-0.26,0.28,-0.02,0.00,0.38,3.06,6.38,1006.22,147.53,88.345
53530,-0.26,0.29,-0.04,0.00,0.39,3.84,6.43,1006.19,147.78,88.346
53552,-0.25,0.29,-0.07,0.00,0.39,4.48,6.54,1006.19,147.57,88.355
53576,-0.25,0.29,-0.11,0.00,0.40,4.73,6.80,1006.21,147.57,88.348
53592,-0.25,0.31,-0.15,0.00,0.42,4.83,7.30,1006.21,147.59,88.262
53616,-0.24,0.30,-0.18,0.00,0.42,4.32,7.48,1006.21,147.50,88.218
53640,-0.23,0.29,-0.17,0.00,0.40,3.57,7.23,1006.22,147.50,88.258
53659,-0.23,0.29,-0.15,0.00,0.40,3.00,7.04,1006.21,147.64,88.284
53681,-0.22,0.25,-0.16,0.00,0.37,2.54,6.54,1006.21,147.31,88.333
53705,-0.22,0.26,-0.22,0.00,0.40,1.70,7.20,1006.24,147.31,88.379
53723,-0.21,0.26,-0.24,0.00,0.41,1.02,7.64,1006.26,147.21,88.401
53743,-0.20,0.26,-0.23,0.00,0.40,0.40,7.55,1006.28,147.04,88.416
53765,-0.20,0.26,-0.25,0.00,0.42,-0.33,7.77,1006.28,147.04,88.429
53785,-0.19,0.25,-0.25,0.00,0.41,-1.11,7.69,1006.29,146.89,88.396
53812,-0.20,0.26,-0.21,0.00,0.39,-1.47,7.15,1006.31,146.73,88.378
53834,-0.20,0.26,-0.22,0.00,0.40,-1.72,7.06,1006.31,146.77,88.386
53860,-0.19,0.27,-0.22,0.00,0.39,-1.72,7.04,1006.31,146.90,88.369
53882,-0.19,0.27,-0.21,0.00,0.39,-1.62,6.81,1006.29,146.90,88.354
53900,-0.18,0.27,-0.23,0.00,0.39,-1.33,6.77,1006.27,147.11,88.352
53922,-0.18,0.29,-0.24,0.00,0.41,-0.92,7.09,1006.27,147.29,88.321
53946,-0.17,0.28,-0.23,0.00,0.40,-0.34,6.82,1006.25,147.29,88.295
53965,-0.17,0.30,-0.24,0.00,0.42,0.18,6.95,1006.24,147.34,88.253
53990,-0.14,0.26,-0.17,0.00,0.34,0.61,5.45,1006.23,147.45,88.227
54012,-0.14,0.28,-0.22,0.00,0.38,0.77,5.80,1006.23,147.42,88.197
54036,-0.12,0.26,-0.21,0.00,0.36,0.92,5.48,1006.23,147.42,88.199
54055,-0.13,0.28,-0.21,0.00,0.38,0.98,5.69,1006.23,147.44,88.204
54081,-0.13,0.28,-0.22,0.00,0.38,0.76,5.71,1006.26,147.21,88.214
54102,-0.12,0.26,-0.25,0.00,0.38,0.55,5.97,1006.26,146.94,88.220
54126,-0.13,0.27,-0.24,0.00,0.38,0.18,6.11,1006.29,146.94,88.161
54145,-0.12,0.26,-0.15,0.00,0.33,-0.27,4.91,1006.31,146.76,88.151
54171,-0.12,0.29,-0.21,0.00,0.38,-0.72,5.27,1006.32,146.67,88.130
54192,-0.14,0.29,-0.31,0.00,0.45,-1.05,7.36,1006.32,146.66,88.070
